Department,Chart,Metric,Date,Volume,Result,Explanation
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,8/10/2014,,0.01,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,9/10/2014,,0.01,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,10/10/2014,,0.02,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,11/10/2014,,0.014492754,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,12/10/2014,,0.0174,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,1/10/2015,,0.012589928,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,2/10/2015,,0.0137,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,3/10/2015,,0.006339144,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,5/10/2015,,0.022767075,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,6/10/2015,,0.024883359,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,7/10/2015,,0.00764526,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,8/10/2015,,0.008633094,
DPCD,building_permits_detail,Land Development Permits Issued As % Total Permits Issued,9/10/2015,,0.007802341,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,7/10/2012,,0.09,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,8/10/2012,,0.08,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,9/10/2012,,0.05,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,10/10/2012,,0.06,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,11/10/2012,,0.08,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,12/10/2012,,0.06,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,1/10/2013,,0.03,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,2/10/2013,,0.21,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,3/10/2013,,0.11,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,4/10/2013,,0.11,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,5/10/2013,,0.2,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,6/10/2013,,0.13,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,7/10/2013,,0.07,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,8/10/2013,,0.13,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,9/10/2013,,0.06,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,10/10/2013,,0.05,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,11/10/2013,,0.09,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,12/10/2013,,0.03,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,1/10/2014,,0.13,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,2/10/2014,,0.11,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,3/10/2014,,0.07,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,4/10/2014,,0.04,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,5/10/2014,,0.12,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,6/10/2014,,0.11,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,7/10/2014,,0.08,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,8/10/2014,,0.08,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,9/10/2014,,0.14,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,10/10/2014,,0.08,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,11/10/2014,,0.072463768,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,12/10/2014,,0.0851,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,1/10/2015,,0.09352518,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,2/10/2015,,0.1608,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,3/10/2015,,0.125198098,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,5/10/2015,,0.070052539,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,6/10/2015,,0.091757387,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,7/10/2015,,0.195718654,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,8/10/2015,,0.129496403,
DPCD,building_permits_detail,Multifamily Building Permits Issued As % Total Permits Issued,9/10/2015,,0.088365243,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,7/10/2012,,0.56,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,8/10/2012,,0.53,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,9/10/2012,,0.53,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,10/10/2012,,0.53,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,11/10/2012,,0.58,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,12/10/2012,,0.51,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,1/10/2013,,0.59,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,2/10/2013,,0.51,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,3/10/2013,,0.55,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,4/10/2013,,0.58,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,5/10/2013,,0.49,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,6/10/2013,,0.56,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,7/10/2013,,0.61,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,8/10/2013,,0.52,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,9/10/2013,,0.6,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,10/10/2013,,0.57,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,11/10/2013,,0.54,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,12/10/2013,,0.56,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,1/10/2014,,0.51,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,2/10/2014,,0.55,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,3/10/2014,,0.65,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,4/10/2014,,0.59,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,5/10/2014,,0.57,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,6/10/2014,,0.54,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,7/10/2014,,0.58,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,8/10/2014,,0.55,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,9/10/2014,,0.51,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,10/10/2014,,0.55,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,11/10/2014,,0.565217391,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,12/10/2014,,0.5556,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,1/10/2015,,0.598920863,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,2/10/2015,,0.5529,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,3/10/2015,,0.622820919,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,5/10/2015,,0.57793345,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,6/10/2015,,0.539657854,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,7/10/2015,,0.455657492,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,8/10/2015,,0.592805755,
DPCD,building_permits_detail,Residential Building Permits Issued As % Total Permits Issued,9/10/2015,,0.599410898,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,1/10/2014,,0.86,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,2/10/2014,,0.94,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,3/10/2014,,0.98,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,4/10/2014,,0.99,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,5/10/2014,,0.97,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,6/10/2014,,0.99,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,8/10/2014,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,9/10/2014,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,10/10/2014,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,11/10/2014,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,12/10/2014,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,1/10/2015,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,2/10/2015,,0.88,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,3/10/2015,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,4/10/2015,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,5/10/2015,,0.97,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,6/10/2015,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,7/10/2015,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,8/10/2015,,1,
DPR,park_maintenance,% Litter and Limbs Removed From Parks on Schedule,9/10/2015,,1,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,1/10/2014,1685,0.28,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2014,1155,0.5,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2014,1252,0.47,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2014,1400,0.54,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2014,1048,0.57,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2014,1415,0.51,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2014,1197,0.76,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2014,1214,0.74,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,10/10/2014,1073,0.83,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,11/10/2014,581,0.763201377,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,12/10/2014,870,0.695,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,1/10/2015,650,0.87,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2015,565,0.92,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2015,578,0.95,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2015,787,0.96,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2015,681,0.974361233,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2015,741,0.944,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2015,800,0.9342,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2015,836,0.927,
DPR,dpr_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2015,1431,0.91,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,1/10/2014,237,0.67,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,2/10/2014,138,0.93,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,3/10/2014,174,0.95,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,4/10/2014,235,0.97,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,5/10/2014,136,0.93,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,7/10/2014,374,0.96,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,8/10/2014,504,0.95,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,9/10/2014,404,0.84,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,10/10/2014,369,0.87,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,11/10/2014,118,0.93,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,12/10/2014,209,0.789,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,1/10/2015,240,0.96,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,2/10/2015,143,0.986013986,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,3/10/2015,169,1,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,4/10/2015,340,0.99,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,5/10/2015,204,0.99,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,6/10/2015,195,0.96,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,7/10/2015,293,0.9453,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,8/10/2015,262,0.95,
DPR,dpr_arborist,% of Service Requests Completed Within Target Timeframe - Arborist Service Requests,9/10/2015,511,0.92,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,1/10/2014,357,0.45,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,2/10/2014,353,0.45,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,3/10/2014,282,0.37,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,4/10/2014,233,0.43,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,5/10/2014,286,0.64,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,7/10/2014,323,0.59,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,8/10/2014,498,0.67,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,9/10/2014,545,0.72,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,10/10/2014,485,0.75,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,11/10/2014,305,0.596721311,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,12/10/2014,394,0.69,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,1/10/2015,270,0.82,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,2/10/2015,262,0.923664122,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,3/10/2015,222,0.923423423,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,4/10/2015,301,0.95,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,5/10/2015,294,0.96,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,6/10/2015,289,0.93,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,7/10/2015,310,0.9387,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,8/10/2015,349,0.89,
DPR,dpr_forestry,% of Service Requests Completed Within Target Timeframe - Forestry Service Requests,9/10/2015,501,0.85,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,1/10/2014,316,0.39,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,2/10/2014,379,0.5,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,3/10/2014,471,0.46,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,4/10/2014,580,0.57,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,5/10/2014,607,0.51,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,7/10/2014,718,0.25,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,8/10/2014,195,0.51,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,9/10/2014,265,0.64,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,10/10/2014,219,0.96,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,11/10/2014,158,0.96,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,12/10/2014,267,0.63,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,1/10/2015,140,0.8,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,2/10/2015,160,0.84375,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,3/10/2015,187,0.92513369,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,4/10/2015,146,0.92,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,5/10/2015,183,0.98,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,6/10/2015,257,0.942,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,7/10/2015,197,0.9187,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,8/10/2015,225,0.94,
DPR,dpr_skilled,% of Service Requests Completed Within Target Timeframe - Skilled Service Requests,9/10/2015,419,0.95,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,1/10/2014,,0.88,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,2/10/2014,,0.95,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,3/10/2014,,0.98,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,4/10/2014,,0.99,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,5/10/2014,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,6/10/2014,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,8/10/2014,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,9/10/2014,,0.99,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,10/10/2014,,0.99,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,11/10/2014,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,12/10/2014,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,1/10/2015,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,2/10/2015,,0.91,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,3/10/2015,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,4/10/2015,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,5/10/2015,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,6/10/2015,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,7/10/2015,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,8/10/2015,,1,
DPR,park_maintenance,% Park Garbage Cans Collected on Schedule,9/10/2015,,1,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,1/10/2014,,0.51,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,2/10/2014,,0.78,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,3/10/2014,,0.67,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,4/10/2014,,0.9,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,5/10/2014,,0.98,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,6/10/2014,,0.98,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,8/10/2014,,0.98,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,9/10/2014,,0.94,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,10/10/2014,,0.91,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,11/10/2014,,0.77,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,12/10/2014,,0.82,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,1/10/2015,,0.78,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,2/10/2015,,0.52,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,3/10/2015,,0.68,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,4/10/2015,,0.91,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,5/10/2015,,0.98,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,6/10/2015,,0.96,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,7/10/2015,,0.96,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,8/10/2015,,0.97,
DPR,park_maintenance,% Park Mulching and Mowing Completed on Schedule,9/10/2015,,0.83,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,1/10/2014,,0.57,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,2/10/2014,,0.83,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,3/10/2014,,0.74,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,4/10/2014,,0.89,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,5/10/2014,,0.95,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,6/10/2014,,0.96,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,8/10/2014,,0.94,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,9/10/2014,,0.82,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,10/10/2014,,0.87,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,11/10/2014,,0.75,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,12/10/2014,,0.79,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,1/10/2015,,0.75,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,2/10/2015,,0.49,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,3/10/2015,,0.65,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,4/10/2015,,0.88,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,5/10/2015,,0.95,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,6/10/2015,,0.95,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,7/10/2015,,0.92,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,8/10/2015,,0.94,
DPR,park_maintenance,% Park Trimming and Blowing Completed on Schedule,9/10/2015,,0.92,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,7/10/2014,,5372,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,8/10/2014,,3235,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,9/10/2014,,3446,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,10/10/2014,,3531,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,11/10/2014,,3557,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,12/10/2014,,3652,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,1/10/2015,,3731,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,2/10/2015,,3788,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,3/10/2015,,3949,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,4/10/2015,,3966,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,5/10/2015,,3996,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,6/10/2015,,0,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,7/10/2015,,0,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,8/10/2015,,883,
DPR,rec_center_memberships,Total Active Recreation Center Memberships,9/10/2015,,1571,
DPR,rec_center_attendance,Total Recreation Center Visits,7/10/2014,,49979,
DPR,rec_center_attendance,Total Recreation Center Visits,8/10/2014,,54350,
DPR,rec_center_attendance,Total Recreation Center Visits,9/10/2014,,36495,
DPR,rec_center_attendance,Total Recreation Center Visits,10/10/2014,,50102,
DPR,rec_center_attendance,Total Recreation Center Visits,11/10/2014,,29098,
DPR,rec_center_attendance,Total Recreation Center Visits,12/10/2014,,28472,
DPR,rec_center_attendance,Total Recreation Center Visits,1/10/2015,,40070,
DPR,rec_center_attendance,Total Recreation Center Visits,2/10/2015,,32544,
DPR,rec_center_attendance,Total Recreation Center Visits,3/10/2015,,37819,
DPR,rec_center_attendance,Total Recreation Center Visits,4/10/2015,,37467,
DPR,rec_center_attendance,Total Recreation Center Visits,5/10/2015,,32385,
DPR,rec_center_attendance,Total Recreation Center Visits,6/10/2015,,0,
DPR,rec_center_attendance,Total Recreation Center Visits,7/10/2015,,0,
DPR,rec_center_attendance,Total Recreation Center Visits,8/10/2015,,11298,
DPR,rec_center_attendance,Total Recreation Center Visits,9/10/2015,,11056,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,1/10/2014,,1450,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,2/10/2014,,1521,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,3/10/2014,,1603,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,4/10/2014,,1687,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,5/10/2014,,1697,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,6/10/2014,,3011,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,7/10/2014,,3200,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,8/10/2014,,1126,
